"","x.1","x.2","x.3","x.4","x.5","w.1","w.2","w.3","w.4","w.5","y","u.1","u.2","u.3","u.4","u.5"
"1",-0.112095129310443,0.474145044095198,-0.167259348072592,-0.0387212824976271,0.0965054747101086,0.051917945560375,-0.0776543286736029,0.0828545221077933,0.156591889673732,0.114633073786048,2,-1.11896901326428,-1.10041281455321,2.45545347978422,-1.28846557682879,-1.18775057901641
"2",-0.046035497896656,-0.0333623914103101,-0.0441145986056925,0.051629456280605,0.144272931336717,0.183502143117859,0.00547065932527768,-0.128190932107878,-0.0847652103010057,0.00366399018883098,1,1.10753919017811,-0.173903515142731,-0.213412238851292,1.06305540123464,3.69972024117547
"3",0.311741662829825,0.185392279069743,-0.420702953444789,-0.107662514677776,-0.101558460115717,-0.144463668986605,-0.0552183599000101,0.0562753398677396,-0.168896602684182,-0.00439647733610407,0,-0.619892029937338,0.656464712604244,-0.586446578767191,-0.778409340532033,-0.614926003018436
"4",0.0141016782849152,-0.113630349550191,-0.333561508604531,-0.235812562253201,-0.0129417495555963,-0.16165680488196,-0.0173363620619087,-0.138778342606882,0.175222877105204,-0.0855590352314977,1,0.602150231187603,-0.795457440375985,-0.982825016391282,-0.503446244635187,-0.614030318846375
"5",0.0258575470321892,0.0450180161183402,-0.219592571594602,0.18012948451151,0.26042423403222,-0.0282704032119945,0.429537992996687,-0.0733803612401667,0.224939036887619,-0.0955210010646823,0,3.7220583368834,0.129021202511377,2.42036327723152,0.313172215827717,-0.319653004400501
"6",0.343012997376656,0.226397181101797,-0.333124241244296,-0.00324990950873195,-0.0437273746158051,0.451402690734324,-0.161949905811422,-0.169778244241033,-0.0353127465553082,0.20352517942417,1,-0.892651067686515,-0.375927825112595,-0.600091664030849,-0.40212941252152,-0.357172064980399
"7",0.0921832411978405,0.276096307074607,-0.00990012578450447,0.0357260979690523,0.246422160282776,-0.475910029003815,-0.205476071117304,0.0326989274979962,-0.0720449215500139,-0.221016416770416,0,0.772622522870322,3.08046607783044,0.200024775532063,2.0532854506819,-0.394006015700482
"8",-0.253012246921307,-0.0465606828450984,0.311860585249239,0.120381803914211,0.299004934754754,-0.0908507862675705,0.377596939257156,-0.0285505671012821,0.0739660795281422,0.321701044546693,1,-0.361290275113369,-0.450965367180251,-1.07846565262624,-1.23081786642946,-1.15159443495929
"9",-0.137370570378705,-0.320128665451026,-0.0809247880089665,0.0522268759164534,-0.0327927073596552,-0.0120148360817664,0.178042599988773,0.221047009617454,0.0198426865626664,0.254281595056206,2,1.63319248902749,2.83721972387815,1.75736179001132,2.33159679961203,0.472630299121275
"10",-0.0891323940199916,-0.0596738354131874,0.15720521994167,0.0608131320355065,-0.276861023993433,0.172180122650986,0.0905599253283975,0.249232982385472,-0.159288914463211,-0.256704767309811,2,-0.643293153798786,-1.20341605075556,-0.662151599502995,-0.973549498042933,-0.609433738299828
"11",0.244816359487892,-0.0551248166784646,0.147825832496113,-0.129002079987301,0.0157916012977276,-0.356932786071288,-0.0391717809952796,-0.0204112108935385,0.141248958646141,0.197051779875786,0,4.28623551445815,1.66849047662381,2.99332535072519,3.52014049555089,-0.027473410788293
"12",0.0719627654114728,-0.00606511463425591,0.207421078205538,0.0818489343891311,-0.112728538755713,-0.0261484497567628,-0.072062268346976,-0.228087996222489,-0.0914678011096704,0.215617913449115,3,-0.956788502877335,-0.437973386894608,-1.24765520586946,-1.33901119060941,-1.14745217519703
"13",0.0801542901188104,0.217869204137484,-0.226741884624087,-0.207562289181093,-0.262109972281131,-0.0739674981994007,-0.230225727241469,0.0909273864293877,0.492040021429774,-0.234349124175649,0,-0.0959457475667505,0.014123972542039,1.16309048992447,-1.02802493105614,-0.480646177588576
"14",0.0221365431890239,-0.201084352049548,-0.24106196283403,0.0477123160078192,0.210280624316978,-0.0361319796633308,0.0603889995712553,-0.250751349683906,0.0644622998825527,-0.345240799825427,0,0.211086779332984,-0.506844235952838,-0.650874958337379,-0.585313521259562,0.27566305132228
"15",-0.111168226950815,-0.326507251015724,0.333741144021752,0.243207537899214,0.147660192731545,-0.20994606068175,0.182134349605974,0.293596581474051,-0.39336082240945,-0.0193214267841783,4,-0.847474757854157,-0.0918067859550056,-0.403638579641242,0.344928766885479,1.88278850213091
"16",0.357382627360616,0.154708489038876,0.307231586590309,-0.118668838137371,0.148007602601172,0.0756630991254054,0.445034774888265,-0.116711397809933,0.140200052567903,0.363662000817156,4,3.50710755511256,1.19177221266501,2.63278147598224,0.374667859110245,1.48626038272785
"17",0.0995700956458479,-0.00564166454789802,-0.0193866709410777,-0.260536481323202,-0.142354008969899,-0.274158705715921,0.195946824128765,-0.28652729525774,0.307774911770112,0.237905034559625,2,-1.08184387118872,-1.00992671491008,-1.27360881617916,-0.634499478375242,-0.995883012158346
"18",-0.393323431325928,0.0712522179584581,0.0265547378480935,-0.0411298921966788,0.452094930710594,-0.063223156184336,-0.00765220255628159,-0.157344808539285,-0.0896598575978083,0.191317656109516,0,-1.41835472443019,-1.12635494025152,-0.631617958046562,0.249746343759305,-1.33178753944338
"19",0.140271180312737,-0.265398623345608,-0.105248131747162,-0.201799549873348,-0.171741289534275,0.0788700055180003,-0.224606128598798,-0.424747701010784,-0.0633674534306424,-0.257995206969769,0,-1.46385346368056,-1.4471422286638,-1.43936980213089,-1.28743260322234,-1.13946661263404
"20",-0.0945582815455868,-0.1409074991628,-0.252855431588679,0.0750962342395611,0.0245265609284191,-0.337975662897957,-0.109885175788937,0.0853175390369127,0.167351114862227,0.0709555736865003,0,-0.141771529567059,-0.736332412201192,-1.32058664845425,-1.04473597635446,-1.12685365062371
"21",-0.213564741197369,-0.0440437052565123,0.157050310606089,0.00464103253111372,0.096623840504139,-0.2924670532216,-0.106670995601871,-0.219860369216594,-0.10459366395591,0.099632668125878,0,0.382960121883326,-0.974399421795747,-0.854938035546779,-0.304027994781827,-0.205176590058312
"22",-0.043594982931659,0.418657531841053,-0.297735847341579,0.232897076102742,0.0107789361278095,0.511675328013543,0.12931368755911,0.295377498590291,0.313553648929656,-0.118750066105087,0,-1.91556573507164,-1.93353097320344,-1.95393336936626,-1.93633036396868,-1.95305424036168
"23",-0.205200889661448,0.346094989909341,-0.0848913841057835,-0.00897303727679233,0.270811387076413,0.0175773934342931,0.011780754359473,0.123240850163009,0.282792037142202,-0.0490652176878134,0,-0.154632762166034,0.951288050228674,-0.443021158634688,-1.01813792068844,0.626171359087704
"24",-0.145778245858228,0.00716270981184771,-0.273366620274349,0.0900373617835987,-0.0112783970998547,0.346282984130428,-0.189326632284613,-0.002382844426408,-0.23376920355906,0.0303015975111056,1,5.49487719770497,1.55314044858325,-0.252953870235619,0.177918222661608,-0.412180992272274
"25",-0.125007853569851,0.212985984383516,0.161751548842891,-0.00736702869598173,-0.105668141602808,0.243025275363295,0.259398802844771,0.0513921477469906,-0.141545907079816,-0.21245404773818,2,-0.823445249403769,-0.70626740986105,-0.301485145027685,-0.722900453414061,-1.29944118605658
